LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	X	Y	Z	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF	BG	BH	BI	BJ	BK	BL	BM	BN	BO	BP	BQ	BR	BS	BT	BU	BV
http://flickr.com/photo.gne?id=7665149408_64b95ddd9c_z.jpg	http://farm8.staticflickr.com/7271/7665149408_64b95ddd9c_z.jpg	2012-07-28 10:23:03	2012-07-29	Italian Salami Pasta Salad with Lemon Parmesan Vinaigrette	Sarah R	Oshawa, ON, Canada	Tri-colour rotini, a slew of lightly sauteed veggies and a mix of hard salami are tossed in a lemony Parmesan vinaigrette for this non-creamy take on a picnic classic...<a href="http://yummysmells.blogspot.ca/2012/08/italian-salami-pasta-salad-with-lemon.html#" rel="noreferrer nofollow">Italian Salami Pasta Salad with Lemon Parmesan Vinaigrette</a>	1442	lemon; vegetables; garlic; pasta; peppers; food; Red; red pepper; italian; tomatoes; zucchini; green; cheese; pepper; sauteed; saute; parmesan; lemon juice; lemon zest; citrus; salad; veggies; pasta salad; broccoli; salami; salametti; lemon parmesan; vinaigrette; not creamy; oil and citrus; citronette; tri color; rotini; tricolour; white wine; wine; wine vinegar; Italian Salami Pasta Salad; Italian Salami; 	a large bowl full of pasta with many other foods	The bowl of noodle salad has broccoli and meat in it.	The bowl is full of pasta and vegetables. 	A pasta with some different vegetables mixed in	A big bowl filled with some pasta and meat and veggies.	43.930789	-78.82666	Canada	./database/coco_tag/141328.png	spoon; bowl; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; 	NULL	./database/coco_stuff/141328.png	food-other; metal; pavement; other; 																																																			
http://flickr.com/photo.gne?id=7125364613_eb0c317be9_z.jpg	http://farm9.staticflickr.com/8017/7125364613_eb0c317be9_z.jpg	2012-04-29 11:22:35	2012-04-29	Sauteed Veggies	Sarah R	Oshawa, ON, Canada	Thai Inspired Beef from <u>The Healthy College Cookbook</u>. I added extra veggies, since Mom and I love our produce! Great way to stretch a buck and as a bonus it keeps the amount of red meat you eat lower too!..<a href="http://readwritecook.blogspot.ca/2012/05/healthy-college-cookbook.html" rel="noreferrer nofollow">Read my review of <u>The Healthy College Cookbook</u> on Read, Write, Cook</a>..<a href="http://yummysmells.blogspot.ca/2012/05/thai-inspired-beef-and-noodle-stir-fry.html" rel="noreferrer nofollow">Thai Inspired Beef and Noodle Stir-fry Recipe</a>	2333	Healthy College Cookbook; sesame; thai beef; stir fry; onion; garlic; College Cookbook; beef; meat; rice noodle; pasta; asian; cooking; recipe; healthy; snow peas; carrots; peppers; bell pepper; marinate; soy; lime; feta; cheap; student; vegetables; veggies; colour; fresh; vibrant; GF option; tamari; garlicginger; ginger garlic; mushrooms; shrooms; saute; goat feta; seeds; reviewed; food; cookbook; blogged; post; recipes; baking; CheapFood!; 	Someone is cooking a vegtable stir fry for dinner	a pan full of vegetables slice up small with a some seasoning on top	Someone is cooking vegetarian stir fry in a skillet.	A pan of stir fried vegetables being cooked. 	A skillet on a stove with vegetables in it 	43.930789	-78.82666	Canada	./database/coco_tag/308430.png	bowl; book; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; dining table; carrot; oven; carrot; 	NULL	./database/coco_stuff/308430.png	counter; plastic; other; 																																																			
http://flickr.com/photo.gne?id=4650252315_a203496559_z.jpg	http://farm5.staticflickr.com/4047/4650252315_a203496559_z.jpg	2010-05-29 13:46:11	2010-05-29	open faced sandwiches at tivoli fest!	tracy apps	brown deer, wi, United States	  <a href="http://posterous.com" rel="noreferrer nofollow">Posted via email</a>  from <a href="http://tapps.posterous.com/open-faced-sandwiches-at-tivoli-fest" rel="noreferrer nofollow">tapps' posterous</a>  	36		A woman is taking a picture of food with a mobile device.	A woman that is sitting down in front of a table.	A woman taking a photo of her food with a cell phone.	a woman in a white top at a table with food	A women who is taking a picture of her food.	41.593107	-95.060384	United States	./database/coco_tag/226147.png	cell phone; chair; chair; dining table; person; person; cup; fork; knife; vase; backpack; handbag; handbag; spoon; sandwich; clock; handbag; fork; fork; sandwich; sandwich; 	./database/coco_key/226147.png	./database/coco_stuff/226147.png	clothes; door-stuff; floor-other; flower; food-other; plant-other; table; wall-concrete; wall-wood; window-other; other; 																																																			
http://flickr.com/photo.gne?id=8154841450_5a9aa5956c_z.jpg	http://farm9.staticflickr.com/8070/8154841450_5a9aa5956c_z.jpg	2012-11-03 22:15:20	2012-11-04	IMG_8650	lars_o_matic	Toronto, Canada	Take some cake or pass it on!	87	party; cake; mirror; 	The woman is eating a piece of cake.	A lady is posing for the camera while many others look on. 	Woman with plated food near crowd of people.	There are many people who are gathered at a get together or a party	A woman holding a plastic utensil passing out a piece of cake.	43.646343	-79.449051	Canada	./database/coco_tag/162092.png	person; person; person; person; cake; person; person; person; person; fork; cake; chair; person; cake; person; person; 	./database/coco_key/162092.png	./database/coco_stuff/162092.png	clothes; food-other; fruit; furniture-other; light; plant-other; table; tree; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=9020187303_22b1eba9a5_z.jpg	http://farm4.staticflickr.com/3743/9020187303_22b1eba9a5_z.jpg	2013-06-06 16:57:44	2013-06-12	(No-Berry) Strawberry Rhubarb Cake	Sarah R	Oshawa, ON, Canada	Strawberry flavoured &quot;gel dessert&quot; (AKA vegan Jell-O) adds a bright pink hue and a vibrant fruity sweetness that's tempered by fresh, sour rhubarb right out of my backyard. It's a great summer dessert either unadorned or jazzed up with frosting and ice cream!..<a href="http://www.yummysmells.ca/2013/08/no-berry-strawberry-rhubarb-cake.html" rel="noreferrer nofollow">www.yummysmells.ca/2013/08/no-berry-strawberry-rhubarb-ca...</a>	797	cooking; Cake; sweet; blog; food; cooked; moist; edible; homegrown; strawberry; pink; eggs; yogurt; dessert; rhubarb; homegrown rhubarb; tangy; snack; tender; treat; kitchen; comestible; school; school food; MLCA; montessori ajax; Montessori Learning Centre of Ajax; school snack; montessori; school dessert; food blog; strawberry agar; agar dessert; vegetable yogurt; yoghurt; 	The browned cracked crust of a baked berry pie.	A brown crust of pie with strawberry filing. 	The top of a pie looks all crusty and good.	A close up of a cooked fruit flavored muffin.	An image of some sort of strawberry flaky pastery on display	43.930789	-78.82666	Canada	./database/coco_tag/131379.png	cake; 	NULL	./database/coco_stuff/131379.png	food-other; other; 																																																			
http://flickr.com/photo.gne?id=8266705418_f3fab722b4_z.jpg	http://farm9.staticflickr.com/8211/8266705418_f3fab722b4_z.jpg	2012-04-07 14:00:39	2012-12-12	Shasta's: Playtime	Cedar	Palmer Station, Antarctica, USA	Sally killing yet another soccer ball.	84	stateside; dogs; American Bulldog; Sally; playing; 	A dog is chewing on a soccer ball.	Pit bull playing with soccer ball in the grass.	a dog laying on a soccer ball on a field.	A dog chewing on top of a large white ball.	A dog is playing with a ball in the grass.	47.701666	-117.1255	United States	./database/coco_tag/366611.png	dog; sports ball; 	NULL	./database/coco_stuff/366611.png	grass; gravel; other; 																																																			
http://flickr.com/photo.gne?id=8735597371_053c077264_z.jpg	http://farm8.staticflickr.com/7307/8735597371_053c077264_z.jpg	2013-04-19 15:35:13	2013-05-13	Vicky and Mike's Wedding	Evo Flash	London, UK		441	Marriage; The Plants; Wedding; Bride; Groom; Cutting the cake; 	Man and woman holding a knife up to a small cake. 	A couple cut their wedding cake on their wedding day.	A man and woman making a cut into a cake together	a bride and groom couple cuts the wedding cake 	A bride and groom cutting a wedding cake.	54.01048	-1.92355	United Kingdom	./database/coco_tag/263969.png	tie; person; person; knife; cake; 	./database/coco_key/263969.png	./database/coco_stuff/263969.png	clothes; food-other; fruit; furniture-other; table; wall-concrete; wall-wood; other; 																																																			
http://flickr.com/photo.gne?id=7375894572_1691d84002_z.jpg	http://farm9.staticflickr.com/8148/7375894572_1691d84002_z.jpg	2003-11-12 06:44:24	2012-06-15	Living Room into Foyer	an iconoclast	Charlottesville VA, USA		87	House & Garden; 	A living area with a red couch, mirror, window and painting.	a living room with a large door way and a chair	A pastel green room with pictures mounted on the wall and a red chair near a large window.	A chair by a window in a living room	A lime green room with older style furnishings and curtains.	37.973263	-78.295959	United States	./database/coco_tag/189310.png	chair; 	NULL	./database/coco_stuff/189310.png	carpet; ceiling-other; curtain; door-stuff; floor-other; floor-wood; furniture-other; light; mirror-stuff; table; wall-concrete; wall-other; window-other; other; 																																																			
http://flickr.com/photo.gne?id=3557978366_3d22bc356d_z.jpg	http://farm4.staticflickr.com/3332/3557978366_3d22bc356d_z.jpg	2009-05-23 06:27:34	2009-05-23	IMG_9446	tracy apps	brown deer, wi, United States		64	#tappsInvadesLondon; london; vacation; @solobasssteve; steve lawson; tennis racquet; playing; 	An old person is holding a tennis racket. 	A man holding a tennis racquet in the yard 	a man standing in the grass holding a tennis rackett	A man in a defensive stance holding a racquet.	A long-haired man standing outside holding a racquet with both hands.	51.349056	-0.713682	United Kingdom	./database/coco_tag/199310.png	person; tennis racket; 	./database/coco_key/199310.png	./database/coco_stuff/199310.png	clothes; flower; grass; tree; other; 																																																			
http://flickr.com/photo.gne?id=8003762632_92659e7155_z.jpg	http://farm9.staticflickr.com/8297/8003762632_92659e7155_z.jpg	2012-09-07 21:22:23	2012-09-19	toronto old city hall clock tower	damian entwistle	nelson, lancashire, england		112	toronto; Array; 	A very tall clock tower sitting next to a tall glass building.	A historical clock tower next to a modern glass window skyscraper. 	A building with a clock that is in front of a building.	A clock tower stands in front of a large mirrored sky scraper. 	A tall tower with a clock stands in front of a skyscraper.	43.652258	-79.381735	Canada	./database/coco_tag/173044.png	clock; 	NULL	./database/coco_stuff/173044.png	building-other; sky-other; skyscraper; other; 																																																			
http://flickr.com/photo.gne?id=2241489234_64a688d9b9_z.jpg	http://farm3.staticflickr.com/2217/2241489234_64a688d9b9_z.jpg	2008-02-03 15:38:34	2008-02-04	sierra-2-3-2008 006	Demetri Mouratis	Mountain View, CA, USA		113	sierra; tahoe; 2-3-2008; ski; dmourati; bayareaskibus; bay; area; bus; powpow; geotagged; solitary; skier; person; snow; poles; trees; stuck; winter; chill; grayish; 	A man riding a snowboard down a snow covered slope.	A person riding a snowboard down a snowy slope.	A man on skis is going down a slope.	A person on a snowy slope on a snowboard.	a couple skiers going down the snowy hill	38.812626	-120.12125	United States	./database/coco_tag/117645.png	person; snowboard; 	./database/coco_key/117645.png	./database/coco_stuff/117645.png	metal; snow; tree; other; 																																																			
http://flickr.com/photo.gne?id=5538841372_569150936c_z.jpg	http://farm6.staticflickr.com/5217/5538841372_569150936c_z.jpg	2011-03-18 18:24:39	2011-03-19	63 Driftwood Pacifica studio/ inlaw unit bathroom	cindylinsf	San Francisco Bay Area, USA		54	63 driftwood pacifica; pacifica; pacifica home staging; pacifica home stager; staged4more home staging; staged4more; real estate; real estate home staging; 	Bathroom with sink, shower, towels, curtain, and more with window	A picture of a bathroom with a fern plant near the sink and a photo of a city above the toilet. 	the mirror, sink and bathtub area of a white bathroom	Well decorated bathroom in a small yellow tinted area.	A bathroom with a sink, towel rack and shower stall.	37.686473	-122.449073	United States	./database/coco_tag/306733.png	potted plant; bottle; bottle; bottle; sink; potted plant; toilet; 	NULL	./database/coco_stuff/306733.png	door-stuff; flower; furniture-other; metal; mirror-stuff; plastic; wall-other; window-other; other; 																																																			
http://flickr.com/photo.gne?id=2727641554_ea1cca26c2_z.jpg	http://farm3.staticflickr.com/2215/2727641554_ea1cca26c2_z.jpg	2008-08-01 14:45:26	2008-08-03	Our hire car	Ted & Dani Percival	Pleasant Grove, Utah, United States of America	Our Toyota Platz hire car in the Coronet Peak car park. Sara and Loretta's car was a FunCargo which had a better name but a crappy gear lever, so I was pleased to have this one.	2393	new zealand; ski; trip; snowboarding; holiday; hire; car; park; snowboard; roof; racks; 2008; 	A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. 	A couple of cars parked in a lot.	Small automobile parked on the side of a beach area.	Two car facing opposite side to side in overcast day	Car with pedestrians parked in gravel lot near ski area.	-44.927802	168.734893	New Zealand	./database/coco_tag/97679.png	car; person; snowboard; person; car; 	./database/coco_key/97679.png	./database/coco_stuff/97679.png	fog; gravel; metal; other; 																																																			
http://flickr.com/photo.gne?id=492343191_d3a6407668_z.jpg	http://farm1.staticflickr.com/221/492343191_d3a6407668_z.jpg	2007-05-10 11:58:39	2007-05-11	Stir fried garlic and pepper chicken with rice from Newtown Thai	Soon	Sydney, Australia	After the media screening of <a href="http://funk.randomecho.com/ark/tales-from-earthsea-at-dendy-newtown-1576" rel="noreferrer nofollow">Tales from Earthsea</a> with <a href="http://www.flickr.com/photos/optimus-ry/492549379/">Ryano</a> at the Dendy Newtown, a stop over by Newtown Thai for lunch. And, just like the main strip is so plentiful of, a plate of Thai at a nicely good price of only $6...What's on the plate: an upsided bowl of rice, flower cut carrots, crunchy brocolli, crunchy cauliflower, chicken slices and strips, pepper and garlic. Don't forget the baby corn. Plus a fork and spoon...Fresh and tight tasting.	5411	food; newtownthai; lunch; thai; chicken; garlic; pepper; rice; brocolli; cauliflower; carrots; babycorn; corn; sauces; fork; spoon; tasty; yum; meal; repast; shiny; plate; nosh; 6dollars; cheap; newtown; cuisine; eatme; stirfry; stirfried; 	a chicken meal with carrots broccoli and rice	A dinner plate that has white steamed rice with stir fry vegetables and chicken.	A plate of vegetables, chicken, and white rice.	The food is prepared on the dish on the table. 	A plate of food and a drink on a table.	-33.895897	151.180758	Australia	./database/coco_tag/3845.png	dining table; cup; fork; broccoli; broccoli; broccoli; carrot; carrot; carrot; carrot; spoon; carrot; 	NULL	./database/coco_stuff/3845.png	furniture-other; table; other; 																																																			
http://flickr.com/photo.gne?id=2558991707_6b7b384382_z.jpg	http://farm4.staticflickr.com/3045/2558991707_6b7b384382_z.jpg	2008-06-07 12:56:23	2008-06-07	Guarding the Water Bowl	Kevin Harber	Washington, DC Metro Area	Chewie, my friends' miniature Australian shepherd, at the Jennie Dean dog park in the Shirlington section of Arlington, Virginia.	426	dog; park; mini; miniature; Australian; Aussie; shepherd; Jennie Dean; Shirlington; Arlington; Virginia; VA; 	a close up of a dog near a bowl	A brown dog laying on the ground with a metal bowl in front of him.	The brown dog is laying near a silver dog bowl.	A dog is laying with its water dish in front of it.	A dog pants next to a bowl of water on the ground	38.843952	-77.091257	United States	./database/coco_tag/205834.png	dog; bowl; 	NULL	./database/coco_stuff/205834.png	floor-other; metal; wood; other; 																																																			
http://flickr.com/photo.gne?id=6051424755_56fac6da2b_z.jpg	http://farm7.staticflickr.com/6191/6051424755_56fac6da2b_z.jpg	2011-08-14 16:26:51	2011-08-17	The Canadian Snowbirds	BigA888	Surrey, BC, Canada	Abbotsford International Airshow 2011	263	abbotsford bc; abbotsford international airshow 2011; airplanes; airshow; planes; smoke; stunts; 	An airplane leaving a trail in the sky.	A plane flying straight up and high in the sky leaves a tail of smoke.	An airplane leaves a contrail in the air.	A plane accelerating through the sky leaving a tail. 	A plane flying in the sky with a trail of white smoke behind it.	49.027809	-122.377209	Canada	./database/coco_tag/485802.png	airplane; 	NULL	./database/coco_stuff/485802.png	clouds; other; 																																																			
http://flickr.com/photo.gne?id=5162745508_9bc949f49f_z.jpg	http://farm5.staticflickr.com/4033/5162745508_9bc949f49f_z.jpg	2010-10-22 15:28:15	2010-11-09	Barcelona. Airport. Catalonia. Spain	Tomás Fano	NULL		500	El; Prat; Barcelona.; Airport.; Catalonia.; Spain; España; Cataluña; Tomas; Fano; Aeropuerto; Egyptair; Vueling; airplane; plane; avión; 	some planes on an air port run way	A large jet airplane sitting on a tarmac at an airport.	An airplane parked at the runway is being serviced by workers.	An airplane being prepped for flight, as another plane passes by.	An airplane is at an airport with yellow hoses by it.	41.295735	2.082252	Spain	./database/coco_tag/99054.png	airplane; airplane; person; person; person; truck; 	./database/coco_key/99054.png	./database/coco_stuff/99054.png	building-other; grass; house; metal; mountain; pavement; road; sky-other; textile-other; other; 																																																			
http://flickr.com/photo.gne?id=7747168158_e56e2cd2c6_z.jpg	http://farm9.staticflickr.com/8293/7747168158_e56e2cd2c6_z.jpg	2012-07-28 11:24:39	2012-08-09	Möðrudalskirkja, Fjallakaffi	larfi	Germany	Maybe this sheep was paid - it was browsing in front of a café.	96	Iceland; Island; Möðrudalskirkja; Fjallakaffi; sheep; 	A goat alongside a house, trying to go through the bushes	A sheep standing up against the side of a house covered in grass.	A goat stands on its high legs and leans against a grassy bank.	A goat leans propped against a grassy surface.	A WHITE GOAT CLIMBING UP TO EAT SOME GRASS	65.374066	-15.883442	Iceland	./database/coco_tag/176606.png	sheep; car; person; cell phone; 	./database/coco_key/176606.png	./database/coco_stuff/176606.png	bush; ground-other; wall-wood; window-other; other; 																																																			
http://flickr.com/photo.gne?id=5263365078_da0a7f4210_z.jpg	http://farm6.staticflickr.com/5006/5263365078_da0a7f4210_z.jpg	2010-09-25 14:52:17	2010-12-15	No walk without sheep	Daniel Pietzsch	Düsseldorf, Germany		193	18-55mm f/3.5-5.6G II; Aotearoa; Christchurch; D40; Godley Head Walkway; New Zealand; 	A group of animals grazing on a lush green field.	A group of sheep standing on a mountain side.	Several lamp are seen at the top of a treeless hill.	Sheep grazing in grass in the mountains 	a herd of sheep standing on top of a hill	-43.590667	172.7905	New Zealand	./database/coco_tag/44699.png	sheep; sheep; sheep; sheep; 	NULL	./database/coco_stuff/44699.png	grass; mountain; sky-other; stone; water-other; other; 																																																			
http://flickr.com/photo.gne?id=6732385791_cd9fcb9572_z.jpg	http://farm8.staticflickr.com/7002/6732385791_cd9fcb9572_z.jpg	2011-10-15 13:45:33	2012-01-20	Procter signs for R.I.P.D. filming in Boston	Stephen Mellentine	Ahwatukee Foothills, Phoenix, Arizona, United States	&quot;Procter&quot; and &quot;Procter 2&quot; signs were for the movie R.I.P.D being filmed downtown the day this was taken (October 15, 2011).  Corner of Essex &amp; Lincoln Street, Boston, MA...Note:  &quot;Procter&quot; is Mary Louise-Parker's character in R.I.P.D., an action-comedy.  R.I.P.D. will be released in 2013.	544	Procter; Procter 2; Boston, MA; R.I.P.D.; Mary Louise-Parker; 	A man prepares to cross the street at a crosswalk	View of a street corner with people waiting at the corner.	Couple of people standing at an intersection waiting to cross.	Two signs with arrows and a man standing on the sidewalk.	People are standing on the corner of a street.	42.352308	-71.058025	United States	./database/coco_tag/11197.png	bicycle; car; car; person; person; person; traffic light; traffic light; traffic light; person; traffic light; traffic light; backpack; traffic light; backpack; person; 	./database/coco_key/11197.png	./database/coco_stuff/11197.png	building-other; bush; clothes; light; metal; pavement; plastic; road; tree; other; 																																																			
http://flickr.com/photo.gne?id=2433551221_57bb9fc305_z.jpg	http://farm3.staticflickr.com/2132/2433551221_57bb9fc305_z.jpg	2008-04-18 13:56:53	2008-04-22	Street sign in Reykjavík	Terekhova	London, UK		200	iceland; mum; rebecca; holiday; april; 2008; reykjavik; roadsign; 	A street sign with six different locations on it.	Street markers pointing to different locations in front of a few stores.	A street sign sitting on the side of a road.	Street signs going in every direction in front of a yellow building.	Number of street signs in front of a big building.	64.149176	-21.939697	Iceland	./database/coco_tag/448810.png	person; 	./database/coco_key/448810.png	./database/coco_stuff/448810.png	banner; building-other; metal; window-other; other; 																																																			
http://flickr.com/photo.gne?id=498586690_f32f59e75e_z.jpg	http://farm1.staticflickr.com/197/498586690_f32f59e75e_z.jpg	2007-05-15 00:22:44	2007-05-14	Day 8 - leaving	Balint Hamvas	London, UK	Obviously, we are both really sad, that we'll be separated for a couple days. Thus my left hand must be torn into small pieces - or at least she must have given it a shot. Inflicting damage on my suitcase is just added bonus.	269	cat; Csabi; day8; 365days; 	An hand pets a cat in a suitcase.  	a black puppy playing with a hand as it stands in a black suitcase	The person has a bag and some magazines laying on the table.	a man pets a cat over a bag 	A person's hand is wrapped around the head of a puppy.	47.536065	19.036817	Hungary	./database/coco_tag/375278.png	cat; person; book; book; dog; suitcase; 	./database/coco_key/375278.png	./database/coco_stuff/375278.png	door-stuff; floor-other; paper; plastic; textile-other; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=9037266398_f900b77f14_z.jpg	http://farm4.staticflickr.com/3750/9037266398_f900b77f14_z.jpg	2013-06-13 21:47:38	2013-06-13	Sir Mewton watching the Secret Life of Cats	Kevin Anderson	Cleveland, US	He was sitting right up close to the TV and occasionally swatting at the kitties on the tele.	270	Cat; Mewton; 	A cat sitting in front of a large computer monitor.	A kitten is trying to interact with a kitten that is on television.	A cat curiously looks at a photo of a cat on a computer screen	A cat looking at another cat on the television.	A cat sitting in front of a monitor that is displaying a picture of another cat.	51.313588	-0.556631	United Kingdom	./database/coco_tag/131131.png	tv; cat; 	NULL	./database/coco_stuff/131131.png	curtain; desk-stuff; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=9037256278_f2b53342df_z.jpg	http://farm6.staticflickr.com/5446/9037256278_f2b53342df_z.jpg	2013-06-13 21:45:37	2013-06-13	Sir Mewton watching the Secret Life of Cats	Kevin Anderson	Cleveland, US	He was sitting right up close to the TV and occasionally swatting at the kitties on the tele.	205	Cat; Mewton; 	A cat curiously looking sideways at a television.	A cat that is looking at a television screen.	A little cat is sitting on the table and watching TV.	A large black and beige cat stands near a television.	A cat sits in front of a TV and watches.	51.313805	-0.556623	United Kingdom	./database/coco_tag/98839.png	tv; cat; bowl; 	NULL	./database/coco_stuff/98839.png	curtain; table; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=5922506927_b60c053513_z.jpg	http://farm7.staticflickr.com/6135/5922506927_b60c053513_z.jpg	2011-07-09 14:08:03	2011-07-10	Cows	Reading Tom	Reading, UK		257	South West Coast Path; Cows; 	Cattle lie in the grass to chew their cud.	Several cows lying down in  a field of grass	Brown cows laying down in a field of grass. 	A heard of cows with yellow tags on their ears in a field of grass.	a herd of cows lay down on some grass 	50.685229	-3.180928	United Kingdom	./database/coco_tag/402992.png	cow; cow; cow; cow; cow; cow; cow; cow; cow; cow; 	NULL	./database/coco_stuff/402992.png	bush; grass; other; 																																																			
http://flickr.com/photo.gne?id=5314870798_c4e569905c_z.jpg	http://farm6.staticflickr.com/5085/5314870798_c4e569905c_z.jpg	2011-01-01 15:32:49	2011-01-02	Bear & Raccoon	Kevin Harber	Washington, DC Metro Area	A pair of stuffed animal friends share a chair in the Eastern Market section of Washington, DC.	235	washington; dc; eastern market; stuffed animal; teddy; bear; raccoon; chair; dcist; 	A teddy bear and a stuffed raccoon sitting on a faded wooden outdoor chair.	Two stuffed teddy bears sitting on a wooden chair in a yard.	Two stuffed animals are sitting on a broken wooden chair.	Two stuffed animals in a wooden outdoor chair.	Two little bears sitting on a weathered wood chair.	38.886356	-76.996307	United States	./database/coco_tag/82180.png	chair; teddy bear; teddy bear; 	NULL	./database/coco_stuff/82180.png	ground-other; other; 																																																			
http://flickr.com/photo.gne?id=8603855827_320e7fbb3c_z.jpg	http://farm9.staticflickr.com/8538/8603855827_320e7fbb3c_z.jpg	2013-03-30 12:05:57	2013-03-31	Zebra	Brad Greenlee	Mercer Island, WA, USA	Woodland Park Zoo	499		a zebra grazes on some green grass next to some trees 	A zebra grazes in a field adjacent to trees. 	a zebra grazing on some grass beside the woods	A zebra out and about eating some grass	A zebra eating grass in a grassy yard	47.669751	-122.350788	United States	./database/coco_tag/552902.png	zebra; 	NULL	./database/coco_stuff/552902.png	dirt; grass; tree; other; 																																																			
http://flickr.com/photo.gne?id=2558926055_a70c30402a_z.jpg	http://farm4.staticflickr.com/3033/2558926055_a70c30402a_z.jpg	2008-06-07 12:36:24	2008-06-07	The Chase	Kevin Harber	Washington, DC Metro Area	Chewie, my friends' miniature Australian shepherd, at the Jennie Dean dog park in the Shirlington section of Arlington, Virginia.	497	dog; park; mini; miniature; Australian; Aussie; shepherd; Jennie Dean; Shirlington; Arlington; Virginia; VA; 	Two brown and white dogs running in a park. 	Two dogs, on wearing something heavy around its neck, run over the ground.	Two dogs running across patchy grass; one chasing the other.	two brown dogs walking in the field with their mouth open	Two dogs running and playing in the sun.	38.843952	-77.091257	United States	./database/coco_tag/125405.png	dog; dog; frisbee; 	NULL	./database/coco_stuff/125405.png	dirt; other; 																																																			
http://flickr.com/photo.gne?id=3220370785_d1a772ca65_z.jpg	http://farm4.staticflickr.com/3411/3220370785_d1a772ca65_z.jpg	2009-01-23 13:52:20	2009-01-23	Comfort Food III - The Finished Product	Kevin Harber	Washington, DC Metro Area	All ready for consumption.	195	tomato; soup; grilled; cheese; sandwich; comfort food; 	A plate holding a grilled cheese sandwich and bowl of soup.	A bowl of tomato soup is next to grilled cheese.	a plate with a bowl of  tomato soup and two halves of a grilled cheese sandwich.	A bowl of tomato soup and two pieces of grilled cheese.	a bowl of tomato soup with two grilled cheese sandwiches on a plate 	38.858098	-77.053985	United States	./database/coco_tag/88269.png	sandwich; sandwich; spoon; bowl; 	NULL	./database/coco_stuff/88269.png	cabinet; counter; food-other; furniture-other; napkin; other; 																																																			
http://flickr.com/photo.gne?id=241570001_7d3c78b644_z.jpg	http://farm1.staticflickr.com/84/241570001_7d3c78b644_z.jpg	2006-09-12 08:20:31	2006-09-12	Edith Abeyta bedroom area	Marshall Astor - Food Fetishist	NULL	The bedroom area of Edith's &quot;Hollywood Sci Fi Garbage Heap&quot;.  Clothing by Sue Bamford and Allyson Shaw is visible in the shot.	2232	Contemplating Apocalypse; apocalypse; art; Brewery; Brewery Project; The Brewery; clothing; bed; bedroom; Edith Abeyta; corset; plastic; 	A bed in a ten with a colorful ceiling.	a black shirt on a hanger blue curtains a bed and pillow	Child's bed and colorful quilt surrounded by blue plastic walls.	A makeshift bedroom is decorated in plastic and cardboard.	a bed surrounded with plastic for walls and ceiling 	34.063632	-118.216978	United States	./database/coco_tag/193494.png	bed; 	NULL	./database/coco_stuff/193494.png	clothes; curtain; floor-other; plastic; other; 																																																			
http://flickr.com/photo.gne?id=21021041_43564e03cc_z.jpg	http://farm1.staticflickr.com/16/21021041_43564e03cc_z.jpg	2005-06-18 00:00:11	2005-06-23	heel!	waterlilysage	south philadelphia, USA	truly, 99 cent kites have their limitations. two additional kites were bought in the course of two days. most satisfactory in the end.	370	june; 2005; sea isle city; beach; i love long weekends; summer; sand; shore; thumbrings; kite; water shoes; 	A man holding a kite on a beach during the day.	A man on a beach trying to launch a kite. 	a man stands on a beach next to some water 	A man standing at the edge of a beach holding up his hand.	A man that is standing in the sand.	39.272663	-74.594421	United States	./database/coco_tag/50326.png	person; kite; chair; 	./database/coco_key/50326.png	./database/coco_stuff/50326.png	clouds; sand; sea; other; 																																																			
