LINK	ORIGINAL	DATE	TITLE	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY
http://flickr.com/photo.gne?id=5399604278_fb1e5741c4_z.jpg	http://farm6.staticflickr.com/5174/5399604278_fb1e5741c4_z.jpg	2011-01-30	Gold Coast Express	Panoramic shot of the top of the Gold Coast Express lift.	165	Snow; Skiing; Snowboarding; Squaw Valley; Gold Coast Express; Panorama; 	A group of people that are standing in the snow.	This is a picture of skiers enjoying their day on a mountain.	a bunch of people on skis are in the snow 	a bunch of people that are walking across the snow	A busy ski resort with people dressed in winter gear.	39.189449	-120.274919	United States
http://flickr.com/photo.gne?id=7035289001_c2afff1d55_z.jpg	http://farm8.staticflickr.com/7227/7035289001_c2afff1d55_z.jpg	2012-04-01	NYC - Midtown: Schnitzel & Things	Schnitzel &amp; Things was launched by Oleg Voss and Gene Voss as a mobile food truck in 2009.  After winning Rookie of the Year in 2009 at the Vendy Awards, they opened a brick and mortar location in midtown east in 2011.	519	Schnitzel & Things; foodtruck; truck; vendor; streetvendor; midtown; Manhattan; New York; New York City; NY; NYC; gothamist; 	A yellow food truck parked close to a car	Yellow box truck parked on busy street in city.	a yellow food truck parked on the side of a city street	Catering truck parked tightly between cars on a city street.	A food tuck parallel parked along a street.	40.766127	-73.981981	United States
http://flickr.com/photo.gne?id=8603470324_ff356ace1f_z.jpg	http://farm9.staticflickr.com/8118/8603470324_ff356ace1f_z.jpg	2013-03-30	43134	43134 at the head of a diverted First Great Western service passing through Haddenham &amp; Thame Parkway on 30th March 2013.	577	train; railway; diesel; locomotive; hst; 125; 43; first great western; haddenham; bucks; buckinghamshire; england; uk; united kingdom; great britain; 	A passenger train travels down the tracks at a stop.	A large blue and yellow train stops near a fairly-non urban train-station.	A train pulling up to an out door train depot.	A train traveling down train tracks under parking lights.	People are waiting beside the blue train pulling beside the platform. 	51.771066	-0.941777	United Kingdom
http://flickr.com/photo.gne?id=4473330483_cf0a03b782_z.jpg	http://farm3.staticflickr.com/2685/4473330483_cf0a03b782_z.jpg	2010-03-29			136	sf skate spot; st. ferdinand new orleans; diy new orleans; new orleans skateboarding; 	A skateboarder doing a trick in a yard surrounded by a chain fence.	A man in black shirt doing a trick on a skateboard.	a male skateboarder in a black shirt some dirt 	A man standing on a skateboard near a ramp. 	a man that is on a skateboard in the dirt	29.976014	-90.045275	United States
http://flickr.com/photo.gne?id=7098368435_ac519fdec5_z.jpg	http://farm6.staticflickr.com/5449/7098368435_ac519fdec5_z.jpg	2012-04-14	Newlon - Somebody waived the rules?	<b>Several years ago, residents on Chesnuts Estate Tottenham asked for a direction sign to be placed on Monument Way,  signalling the left-turn into Park View Road. If drivers miss it, they have to go round Tottenham one-way system. (1.4 miles; 2.3 km).</b>  ..I and Sheik Thompson - then my fellow ward councillor raised this. Naturally, I was told by Haringey's staff why this wasn't possible. (There are <i><b>always</b></i> excellent reasons why things are impossible.)  we were told that Monument Way is a &quot;red route&quot; under the control of Transport for London - not Haringey Council. So only Department for Transport direction signs are allowed. ..So I was curious to see that in another part of High Road Tottenham - also a red route and part of the One-Way System<b>*</b> - it appears this restriction doesn't apply. Or perhaps not if an organisation is large and influential enough...____________________________..<b>§</b>  What is a <a href="http://www.tfl.gov.uk/roadusers/redroutes/10185.aspx" rel="noreferrer nofollow">Red Route</a>?.<b>§</b>   Aerial view of  <a href="http://loc.alize.us/#/flickr:7098368435" rel="noreferrer nofollow">where this photo was taken.</a> .<b>§</b>  <b>*</b> The bus is not driving the wrong way in a one-way street. At the time there was a separated southbound bus lane.	2304	geotagged; geo:lat=51.58793363732554; geo:lon=-0.07094398280332825; sign; signage; signs in public places; street sign; Newlon; Newlon Housing Trust; High Road; High Road Tottenham; High Road N15; Tottenham; Haringey; 	Various street signs including one that reads "Newlon Hale Village."	A "I Love Tottenham" sign on a black post	Two signs are displayed on a street light.	signs hanging from a metal pole bordering a street.	A city street with cars and street signs giving directions	51.587933	-0.070943	United Kingdom
http://flickr.com/photo.gne?id=21021041_43564e03cc_z.jpg	http://farm1.staticflickr.com/16/21021041_43564e03cc_z.jpg	2005-06-23	heel!	truly, 99 cent kites have their limitations. two additional kites were bought in the course of two days. most satisfactory in the end.	370	june; 2005; sea isle city; beach; i love long weekends; summer; sand; shore; thumbrings; kite; water shoes; 	A man holding a kite on a beach during the day.	A man on a beach trying to launch a kite. 	a man stands on a beach next to some water 	A man standing at the edge of a beach holding up his hand.	A man that is standing in the sand.	39.272663	-74.594421	United States
http://flickr.com/photo.gne?id=4551440072_6100545cec_z.jpg	http://farm5.staticflickr.com/4057/4551440072_6100545cec_z.jpg	2010-04-25	Bench Lurker	Got my new tripod finally, swear it felt like it took an act of congress to get this thing but I am very happy with it. This tripod is awesome. It is a Manfrotto with a ball head...This shot, just squeezing out the last couple ounces of light before the sun disappears behind the building.	804	alice keck park; self portrait; bench; feet; shoes; simple; sunset; santa barbara; ca; 	A person sitting on a bench in a park.	Some one who is sitting on the back of a park bench. 	A person in jeans and two toned shoes sits on the back of a bench.	A person is sitting on the back of a park bench.	A person sits on top of a bench.	34.429137	-119.706130	United States
http://flickr.com/photo.gne?id=4427619280_9e35fa918d_z.jpg	http://farm5.staticflickr.com/4054/4427619280_9e35fa918d_z.jpg	2010-03-12	sunova-kiteboards-vietnam_049		175	http://www.youtube.com/watch?v=GeFmm-Mq3rg; www.sunovasurfboards.com; high performance; balsa composite surfboards; 	A woman standing on top of a sandy beach with a surfboard.	A man holds a parasail on the beach as another man watches.	Two men at the beach one of which is holding a surfboard and a para sail.	The expert surfer is trying to also parasail. 	A person using a wind surfboard, on the beach.	10.936219	108.282966	Vietnam
http://flickr.com/photo.gne?id=6803418024_95bb23087d_z.jpg	http://farm8.staticflickr.com/7196/6803418024_95bb23087d_z.jpg	2012-03-03	Who is that man?	This was not set up and the colours have not been altered. This hat was bright red...Honiton Devon UK.	1549	Neil Moralee; Man; hat; red; Honiton; Devon; UK; car; vintage; classic; contrast; old; new; automobile; mature; hatband; jacket; tie; moustache; 	A man wearing a suit and tie and red hat with a silver buckle.	A man wearing a blue blazer is also wearing a red hat.	A man wearing a red hat and a suit and tie.	A man with a red hat is in the city.	A man in a red hat, suit, and blue striped tie walks past two other men on a street.	50.797852	-3.197021	United Kingdom
http://flickr.com/photo.gne?id=309560950_7cdd0ef8e9_z.jpg	http://farm1.staticflickr.com/103/309560950_7cdd0ef8e9_z.jpg	2006-11-29	Scott Alan Miller, Karen Miller, Jonathan Stagno and Buffer in Rowboat in Rain	Most likely taken in the summer of 1989 but I am guesstimating.  Canon SLR 35mm.	854	scans; scott miller; scott alan miller; karen miller; karen lee miller; john stagno; jonathan stagno; jonathan edward stagno; rain; boat; rowboat; umbrella; pond; 	Three people in a boat with an umbrella in the rain 	Three people on a canoe in the rain with an umbrella up. 	three people in a small boat holding an umbrella	Three people sitting side by side in a canoe with tow paddling and the middle person holding up an umbrella.	Three people are in a small boat in a lake and one woman holds a red and yellow umbrella.	42.841658	-77.967857	United States
http://flickr.com/photo.gne?id=7352174174_66ff1758a6_z.jpg	http://farm8.staticflickr.com/7101/7352174174_66ff1758a6_z.jpg	2012-06-08	kurz // dust		231	sport; żużel; speedway; motorcycle; motorsport; Opole; DMEJ; 	two motocross racers in the middle of a race	Two competitors skidding during a dirt bike competition	A picture of two motorcross people skidding in the dirtroad.	two people on dirt bikes making turns on a track	A couple of dirt bikers in a race.	50.659405	17.959744	Poland
http://flickr.com/photo.gne?id=5896700879_9765d74a6f_z.jpg	http://farm6.staticflickr.com/5075/5896700879_9765d74a6f_z.jpg	2011-07-03	Curso 2 junio 2011-48	ESCUELA SURF&amp;ROCK.Curso de Surf de iniciación en Playa de Razo, Galicia, Spain..<a href="http://www.surfandrock.com" rel="noreferrer nofollow">www.surfandrock.com</a>	113		A man on a surfboard, who is riding a wave.	A man riding a wave on top of a surfboard in the ocean.	a young man on a surfboard, surfing a wave	A guy in a wet suite riding a surfboard on a wave.	Surfer riding out end of wave with large breaking wave in background.	43.292458	-8.698672	Spain
http://flickr.com/photo.gne?id=9757709634_5b1dcf5699_z.jpg	http://farm8.staticflickr.com/7326/9757709634_5b1dcf5699_z.jpg	2013-09-15	Automattician Lunch		131		A woman holding a smart phone at a table.	Two people at a restaurant, one of whom is looking at a cellphone.	Two people sitting at a table with beverages on it and the woman holding her phone.	A man and woman at a table with several drinks.	A man and women sitting at a booth photographing tea.	35.689166	139.698666	Japan
http://flickr.com/photo.gne?id=12517280_65a1991227_z.jpg	http://farm1.staticflickr.com/11/12517280_65a1991227_z.jpg	2005-05-05	Biella, Via Bengasi		287	road; biella; traffic; lights; 	A street intersection with old buildings in the background.	a traffic light above a city street 	Cars are parked on both sides of the narrow street full of tall buildings.	The people are parked along the street by the tall buildings.	The street light is green above a quiet city street.	45.558264	8.061797	Italy
http://flickr.com/photo.gne?id=7099099185_0de1031edf_z.jpg	http://farm8.staticflickr.com/7061/7099099185_0de1031edf_z.jpg	2012-04-21	Ça pue l'été	Photography: Claire Bayet - Ça pue l'été.Music: Jamaica - Cross the Fader..<a href="http://svensven.com/?p=379" rel="noreferrer nofollow">svensven.com/?p=379</a>	345	lacanau; océan; surf; sooruz; photography; music; summer; 	A surfer flies off the crest of a wave.	A man riding a wave on a surfboard in the ocean.	A picture of a single surfer riding a large wave.	A surfer goes airborne on top of a wave in the ocean.	A surfer reaches the peak of a wave.	45.001689	-1.196380	France
http://flickr.com/photo.gne?id=2252476376_bfc3cda192_z.jpg	http://farm3.staticflickr.com/2035/2252476376_bfc3cda192_z.jpg	2008-02-09	Bird Market, Yogya	birds...birds...birds... I dont think they are too worried about Avian Influenza 	2756	cages; birds; motorcycles; Central Java; jawa tengah; human inter est; yogyakarta; madiun; malang; east java; jawa timur; jawa; java; journalistic; jurnalistik; daily life; local; portrait; close up; EOS30D; Canon; digital; 	Several motor scooters are jammed into a small market street.	a bunch of motorcycles are parked on a street	A narrow city street is filled with people and motorbikes.	A row of motorcycles parked next to a building.	Bird cages hanging over a cobblestone alley full of people and motorcycles.	-7.808240	110.360423	Indonesia
http://flickr.com/photo.gne?id=4781344883_9b115de575_z.jpg	http://farm5.staticflickr.com/4138/4781344883_9b115de575_z.jpg	2010-07-11	1970 Dodge Dude	1970 Dodge The Dude - The Dude was an optional package available on Dodge trucks. Featured a cowboy hat logo and distinctive C shape stripe. Only 1500-2000 where made between 1970 and 1971.	7468	1970; Dodge; Dude; truck; classic; car; show; 2010; Lethbridge; Pentastars; D100; 	An older Dodge pickup sits parked next to another older pickup.	A red Dodge truck is parked near another Dodge. 	A red truck parked in grass next to other trucks.	A very old red truck that is parked on some grass.	A red truck sitting on a grassy field next to other trucks.	49.687899	-112.785558	Canada
http://flickr.com/photo.gne?id=9413846304_881d5e5c3b_z.jpg	http://farm6.staticflickr.com/5454/9413846304_881d5e5c3b_z.jpg	2013-08-01	IMG_4362		223	Rhone; swan; Lyon; bird; Vieux Lyon; Le Rhône; Le Rhone; tourism; river; water; France; old Lyon; 	A beautiful woman taking a picture with her smart phone.	People underneath an arched bridge near the water.	A girl is taking a picture of people fishing.	The woman is taking a photo of the white goose next to the river.	A waterway under a bridge with people sitting down and a woman taking a photo.	45.752153	4.836638	France
http://flickr.com/photo.gne?id=8707217553_ed8fb89032_z.jpg	http://farm9.staticflickr.com/8545/8707217553_ed8fb89032_z.jpg	2013-05-04	153372	Dawlish 30 August 2012..<a href="http://loc.alize.us/#/flickr:8707217553" rel="noreferrer nofollow">See where this picture was taken.</a> <a href="http://www.flickr.com/groups/geotagging/discuss/72157594165549916/">[?]</a>	222	p1110977; dawlish; class153; train; geo:lat=50.587512870167615; geo:lon=-3.4540119767189026; geotagged; 	A couple of people that are standing near a train.	A train is traveling on the railroad alone.	two people waking past a black and yellow train car	A trolley train is traveling on a track along the beach. 	Two people walking along a side walk next to a train on the tracks.	50.587512	-3.454011	United Kingdom
http://flickr.com/photo.gne?id=5619719330_f8c8934184_z.jpg	http://farm6.staticflickr.com/5150/5619719330_f8c8934184_z.jpg	2011-04-14	Surfing 2	In front of the Tarmac beach	712	Porthcawl; sea; UK; Wales; surf; surfer; waves; coast; water; spray; wetsuit; board; 	A person riding a wave on top of a surfboard.	A man in a wet-suit surfing on a board.	A surfer wearing a wetsuit is riding a wave. 	A male surfer enjoying surfing the ocean waves.	a person riding a surf board on a wave	51.474299	-3.707113	United Kingdom
http://flickr.com/photo.gne?id=2986591710_d76622fdf0_z.jpg	http://farm4.staticflickr.com/3179/2986591710_d76622fdf0_z.jpg	2008-10-30	Richard Griffiths in Brighton University's New Usability Lab	Similar, higher resolution shot <a href="http://www.flickr.com/photos/yandle/3231977570/in/photostream/">www.flickr.com/photos/yandle/3231977570/in/photostream/</a>	2975	Brighton University; keyboard; lab; laboritory; mirror; monitor; monitoring; recording; Richard Griffiths; screens; suit; University of Brighton; usability; usability lab; user testing; uxbri; uxbrighton; ux; 	A man in a suit standing next to a control board and computer.	A man standing near a table with video equipment. 	Man in suit smiling next to electronics and monitors	A man by desk with mixing equipment, a keyboard and a computer monitor.	A man in a suit stands near a table with computer equipment on it.	50.844369	-0.119277	United Kingdom
http://flickr.com/photo.gne?id=2433406916_c9aebc8e0b_z.jpg	http://farm3.staticflickr.com/2245/2433406916_c9aebc8e0b_z.jpg	2008-04-22	IMG_6472		33	newyork; newyorkcity; nyc; yankeestadium; newyorkyankees; nyyankees; thebronx; bronx; baseball; derekjeter; 2; 	derek jeter swings his bat at a baseball 	A hitter that just swung his bat in a baseball game.	baseball players with a bat and glove at the pitch	A guy is playing baseball while wearing a white uniform.	A man with a baseball bat that is in the dirt.	40.827343	-73.928723	United States
http://flickr.com/photo.gne?id=4202623538_0146eb0024_z.jpg	http://farm3.staticflickr.com/2676/4202623538_0146eb0024_z.jpg	2009-12-21	3rd or 4th Birthday	My backyard, either my 3rd or 4th birthday.  That's me climbing on the table, high on cake.  I can remember this party well, but I can't remember exactly which birthday it celebrated.	3529	scanned photo; Neenah; Neenah, WI; Neenah, Wisconsin; birthday; birthday party; party hats; backyard; picnic table; visor; garage; awning; driveway; barefeet; 	Four children at an outdoor party wearing festive hats.	Four children sit eating birthday cake at a picnic table.	The children are seated outside at the picnic table to eat the birthday party food.	Children at a birthday party sitting at a picnic table.	Children gather around the table with party hats on .	44.175825	-88.459006	United States
http://flickr.com/photo.gne?id=9354824707_ba594f021d_z.jpg	http://farm3.staticflickr.com/2839/9354824707_ba594f021d_z.jpg	2013-07-22	Queueing for the lights	Canal tour boat in beautiful Hanseatic surroundings waiting for traffic lights on the canal	95	Amsterdam; Andrew's keywords; Europe; Flickr; Holland; Netherlands; PLACES; Publication; camera:model=canon eos 5d mark ii; exif:iso_speed=160; geo:lon=4.8927383333333; exif:model=canon eos 5d mark ii; exif:aperture=ƒ / 5.0; exif:focal_length=14 mm; geo:countrys=; geo:lat=52.379143333333; geo:state=; geo:city=; exif:lens=ef14mm f/2.8l ii usm; Lr-managed; 	There is a water shuttle going down a canal.	a boat in a river near buildings and trees	Covered canal tour boat in Europe on a sunny day	THERE IS A BOAT THAT IS COMING DOWN THE RIVER 	A large passenger boat is floating down a canal.	52.379143	4.892738	Netherlands
http://flickr.com/photo.gne?id=8559644284_775451f3ef_z.jpg	http://farm9.staticflickr.com/8526/8559644284_775451f3ef_z.jpg	2013-03-15	Courage and determination.	.Saigon traffic, (now known less romantically as Ho Chi Min City).	10649	Neil Moralee Nikon; traffic; saigon; woman; lady; crossing; courage; determination; street; motorcycle; scooter; zebra; dress; long; white; black; B&W; monochrome; candid; 	A woman walking across a street near motorcycles.	a bunch of motorcycles that are in the middle of street	A woman that is standing in a crosswalk near mopeds.	A woman in white crosses the road against the flow of motorcycle traffic.	A woman walking on a cross walk with cars driving on it.	15.974209	107.868041	Vietnam
http://flickr.com/photo.gne?id=8287102367_1641a40715_z.jpg	http://farm9.staticflickr.com/8213/8287102367_1641a40715_z.jpg	2012-12-19	Sovann	Poor guy is trying to sleep	169	vermont; chris; sovann; bed; 	Young couple happily snuggling on their bed together	A couple is sleeping in a bed with red sheets.	Two man spooning in a bed with a brown duvet.	A man snuggled up to another man under the covers in a bed.	A couple of men snuggling on a bed with one under the cover.	44.503666	-73.256834	United States
http://flickr.com/photo.gne?id=5961682633_69797dc630_z.jpg	http://farm7.staticflickr.com/6024/5961682633_69797dc630_z.jpg	2011-07-21	rainy day	a rainy day at la roche in the ardennes, belgium	1319	rainy day; rain; umbrella; la roche; ardennes; belgium; 	A gentleman walking in the rain along a river.	A man standing on a street with a umbrella.	A man walking with an umbrella near a railing above a river.	There is a man standing near a river with a umbrella	A man holding an umbrella next to a waterway.	50.612640	4.540659	Belgium
http://flickr.com/photo.gne?id=4131870361_d155daf5b8_z.jpg	http://farm3.staticflickr.com/2758/4131870361_d155daf5b8_z.jpg	2009-11-25	West Living Room		82	houses; homes; family; me; furniture; 	A television and some books in a room.	A silver TV sitting on top of a TV stand.	This small room is packed with personal memorabilia.	Room in residence with art work and electronic equipment.	A television is sitting in a cluttered room.	35.123155	-118.458817	United States
http://flickr.com/photo.gne?id=3874061395_ac351cd0e4_z.jpg	http://farm4.staticflickr.com/3518/3874061395_ac351cd0e4_z.jpg	2009-08-31	Flavia Pennetta vs. Vera Zvonareva	第二場 quarterfinals 的二位選手原本都沒聽過，現場觀眾當場少很多....	1927	California; Los Angeles; Family; 2009; LA; Women's; Tennis; Championships; Home Depo Center; Flavia Pennetta; Vera Zvonareva; 	A couple of women standing on a tennis court around a man.	Two tennis players standing near the net talking to a woman.	a couple of tennis players on a tennis court	The people are standing and talking on the tennis court.	some people talking to a referee on a tennis court 	33.861506	-118.261320	United States
http://flickr.com/photo.gne?id=4205117799_327d7e77ee_z.jpg	http://farm3.staticflickr.com/2683/4205117799_327d7e77ee_z.jpg	2009-12-22	Train room at Children's Museum Jordan		459	Winter Season; train; Amman Jordan; Amman; Jordan; Children's Museum Jordan; Children's Museum Amman; Christmas; Santa; متحف الأطفال الأردن، الأردن، عمان، أطفال ، عيد الميلاد; 2009; celebration; 	some children are riding on a mini orange train	Several children are riding on a toy train ride.	The children are riding on an indoor train. 	Several children on a small  indoor kiddie train.	A group of children ride on an indoor train.	31.979832	35.828819	Jordan
http://flickr.com/photo.gne?id=3298146760_360285d9f9_z.jpg	http://farm4.staticflickr.com/3616/3298146760_360285d9f9_z.jpg	2009-02-21	Harley Davidson Riders and History ...Side, Manavgat, Turkey	Side (IPA: /ˈsiːdǝ/) is one of the best-known classical sites in Turkey, and was an ancient harbour whose name meant pomegranate. Side is a resort town on the southern coast of Turkey, near the villages of Manavgat and Selimiye, 75 km from Antalya) in the province of Antalya. It is located on the eastern part of the Pamphylian coast, which lies about 20 km east of the mouth of the Eurymedon River..Settlers from Cyme (Cumæans) in Aeolis, an ancient region of northwestern Asia Minor, founded the city in the seventh century BC. Possessing a good harbor for small-craft boats, Side's natural geography made it the most important place in Pamphylia – the region in the south of Asia Minor between Lycia and Cilicia, from the Mediterranean to Mount Taurus. This location made Side one of the most important trade centers in its time. Today, as in yesteryear, the ancient city of Side is situated on a small north-south peninsula about 1 km long and 400 m across..Strabo and Arrianos both record that Side was settled from Cyme (Aeolis), city in Aeolia, a region of western Anatolia. Most probably, this colonization occurred in the seventh century B.C.. According to Arrianos, when settlers from Kyme came to Side, they could not understand the dialect. After a short while, the influence of this indigenous tongue was so great that the newcomers forgot their native Greek and started using the language of Side. Excavations have revealed several inscriptions written in this language. The inscriptions, dating from the third and second centuries B.C., remain undeciphered, but testify that the local language was still in use several centuries after colonization. Another object found in Side excavations, a basalt column base from the seventh century B.C. and attributable to the Neo-Hittites, provides other evidence of the site's early history. The word &quot;side&quot; is Anatolian in origin and means pomegranate...Next to no information exists concerning Side under Lydia and Persian Empire sovereignty. Nevertheless, the fact that Side minted its own coins during the 547 BC while under Persian dominion, shows that it still possessed a great measure of independence..Alexander the Great occupied Side without a struggle in 333 BC. Alexander left only a single garrison behind to occupy the city. This occupation, in turn, introduced the people of Side to Hellenistic culture of the Greek Civilization, which flourished from the fourth century to the first century BC. After Alexander's death, Side fell under the control of one of Alexander's generals, Ptolemy I Soter, who declared himself king of Egypt in 305 BC. The Ptolemaic dynasty controlled Side until it was captured by the Seleucid Empire in the second century BC. Yet, despite these occupations, in the following years of the second century BC, Side managed to preserve some autonomy, grew prosperous, and became an important cultural center...In 190 BC a fleet from the Greek island city-state of Rhodes, supported by Rome and Pergamum, defeated the Seleucid King Antiochus the Great's fleet, which was under the command of the fugitive Carthaginian general, Hannibal. The defeat of Hannibal and Antiochus the Great meant that Side freed itself from the overlordship of the Seleucid Empire. The embarrassing Treaty of Apamea (188 BC) forced Antiochus the Great to abandon all European territories and to cede all of Asia Minor north of the Taurus Mountains to Pergamum. However, the dominion of Pergamum only reached de facto as far as Perga, leaving Eastern Pamphylia semi-free. This led Attalus II Philadelphus to construct a new harbour in the city Attalia (the present Antalya), even though Side already had an important harbour. Between 188 and 36 BC Side minted their own money, tetradrachms showing Nike and a laurel wreath (the sign of victory)...In the first century BC, Side reached a peak when the Cilician pirates established their chief naval base and a slave-trade center..The consul Servilius Vatia defeated these brigands in 78 BC and later the Roman general Pompey in 67 BC, bringing Side under the control of the Roman Empire. Side's second peak period started around 2C BC when it established and maintained a good working relationship with the Roman Empire.[2] Emperor Augustus reformed the state administration and placed Pamphylia and Side in the Roman province of Galatia in 25 BC, after the short reign by the king Amyntas of Galatia between 36 and 25 BC. Side began another prosperous period as a commercial center in Asia Minor through its trade in olive oil. Its population grew to 60,000 inhabitants. This period would last well into the third century AD. Side established itself as a slave-trading center in the Mediterranean. Its large commercial fleet engaged in acts of piracy. Wealthy merchants paid for such tributes as public works, monuments, and competitions as well as the games and gladiator fights. The significance of this period for Side is evident in its ruins today. Most of the present-day ruins found in Side date from this period of prosperity..Side began a steady decline from the fourth century on. Even defensive walls could not stop successive invasions of highlanders from the Taurus Mountains. During the fifth and sixth centuries, Side experienced a revival, and became the seat of the Bishopric of Eastern Pamphylia. Arab fleets, nevertheless, raided and burned Side during the seventh century, contributing to its decline. The combination of earthquakes, Christian zealots and Arab raids, left the site completely abandoned by the 10th century. [2] Its citizens had emigrated to nearby Antalya...In the twelfth century, Side temporarily established itself once more as a large city. An inscription found on the site of the former ancient city shows a considerable Jewish population in early Byzantine times. However, Side was abandoned again after being sacked. Its population moved to Antalya, and Side became known as Eski Adalia or Old Antalya and was buried..One of the maps (portolani) Piri Reis, taken from the Kitab-i Bahriye, Piri produced in several editions, supplementing in 1520, but integrating it into subsequent editions..The great ruins are among the most notable in Asia Minor. They cover a large promontory where a wall and a moat separate it from the mainland. During medieval times, the wall and moat were repaired and the promontory houses a wealth of structures...There are colossal ruins of a theater complex, the largest of Pamphylia, built much like a Roman amphitheater that relies on arches to support the sheer verticals. The Roman style was adopted because Side lacked a convenient hillside that could be hollowed out as in the usual Greek fashion more typical of Asia Minor. The theater is less well preserved than the Aspendos theater, but it is almost as large, seating 15,000 - 20,000 people. With time and the shifting of the earth, the scena wall has collapsed over the stage and the proscenium is in a cataract of loose blocks. It was converted into an open-air sanctury with two chapels during Byzantine times (5-6th c.)..The well preserved city walls provide an entrance to the site through the Hellenistic main gate (Megale Pyle) of the ancient city, although this gate from the second century BC is badly damaged. Next comes the colonnaded street although the marble columns once there do not exist anymore. All that remains is a few broken stubs near the old Roman baths. The street leads to the a public bath, restored as a museum displaying Roman period statues and sarcophagi. Next is the square agora with in the middle the remains of the round Tyche and Fortuna temple (2nd c. BC), a periptery with twelve columns. In later times it was used as a trading center where pirates sold slaves. The current remains of the theatre, which was used for gladiator fights and later as a church, and the monumental gate date back to the 2nd century. The early Roman Temple of Dionysus is near the theater. The fountain gracing the entrance is restored. At the left side are the remains of a Byzantine Basilica. A public bath has been restored[2]..The remaining ruins of Side include three temples, an aqueduct, and a nymphaeum. Side's nymphaeum – a grotto with a natural water supply dedicated to the nymphs – was an artificial grotto or fountain building of elaborate design...Turkish archaeologists have been excavating Side since 1947 and intermittently continue to do so..In 1895 Greek Muslim refugees from Crete moved to the ruined town and called it Selimiye. Today, Side has become a popular vacation destination and experiences a new revival...It was a favorite spot for watching the solar eclipse of March 29, 2006...Having been the Bishopric of Eastern Pamphylia, it is still a titular see of the Roman Catholic church.	64979	side; manavgat; turkey; ruin; history; greek; roman; temple; harleydavidson; motorbike; bike; motosiklet; motorsiklet; action; S5IS; motorcycle; turchia; türkiye; turkei; empire; attalia; arab; pamphylia; byzantine; ottoman; ancient; modern; 	A city made out of stone brick with large arches.	Two men are riding motorcycles through some ruins.	Person on motorcycle in a very scenic rock area.	A person riding a motorcycle in an abandoned stone building	a man taking a picture of a narrow walkway	36.769176	31.392059	Turkey
http://flickr.com/photo.gne?id=8534907929_2574ecdeab_z.jpg	http://farm9.staticflickr.com/8098/8534907929_2574ecdeab_z.jpg	2013-03-07	Novak Djokovic	LA Tennis Challenge.  Pauley Pavilion, UCLA.  March 4, 2013.	47	tennis; ATP; 	Competior preparing to return volley during tennis match.	The tennis player is ready to return the ball.	A man playing a tennis game in front of a crowd.	A man swinging a tennis racket during a tennis match.	A man playing in a tennis match with a large crowd	34.070333	-118.446834	United States
http://flickr.com/photo.gne?id=8309999425_f9992470e1_z.jpg	http://farm9.staticflickr.com/8213/8309999425_f9992470e1_z.jpg	2012-12-26	"What a fool is the banana"	What a fool is the banana.Lots grow in Ghana.The banana lives in.A thick yellow skin.They can't get out.Even if they shout.The only way to reveal you.Someone has to peel you.When you are revealed.Your fate is sealed.Some hungry soul.Will swallow you whole..- Spike Milligan	594	funny; people; me; photobooth; photo; booth; characters; props; 	A man wearing a helmet while holding a banana next to a woman wearing a helmet.	Two people posing in funny hats for a camera	A man and woman at a party dressed in costumes.	A man and a woman posing together for a picture	There are two people posing and one man is holding a banana 	53.995484	-1.545102	United Kingdom
http://flickr.com/photo.gne?id=3354180876_078b54ff49_z.jpg	http://farm4.staticflickr.com/3613/3354180876_078b54ff49_z.jpg	2009-03-14	american gothic suitcase	big statue	75	chicago; 	Two people posing next to a giant suitcase in front of a building.	Suitcase sitting on the ground with stickers from various countries on it.	Two people posing next to a giant statue with a suit case.	Two people standing next to a life size replica of a suitcase.	a huge suitcase with a bunch of stickers on it	41.890106	-87.623981	United States
http://flickr.com/photo.gne?id=2597879786_c1b7bfe2b1_z.jpg	http://farm4.staticflickr.com/3158/2597879786_c1b7bfe2b1_z.jpg	2008-06-21	At the Beach	Beach at Terschelling-West, Terschelling, Netherlands	436	terschelling; beach; boat; d40; wadden; island; b&w; netherlands; holland; sky; cloud; holiday; clouds; 	People walk on the beach with boats nearby. 	There are several boats in the water that you can see from the beach. 	A large body of water with boats in the water and various people in the water at the shoreline.	a number of people in a bod of water	A group of boats floating on top of a lake next to shore.	53.355008	5.211982	Netherlands
http://flickr.com/photo.gne?id=7947606390_a223ce24d6_z.jpg	http://farm9.staticflickr.com/8176/7947606390_a223ce24d6_z.jpg	2012-09-07	Umbrella		85		two people in a field wearing a dress and a suit and tie	A man with red hair standing next to his bride.	The woman in the white dress is standing next to a man.	TWO WOMEN BRIDES GETTING MARRIED STANDING UNDER AND UMBRELLA	Man and woman in fancy dress, with a parasol, posed on a lawn.	60.449842	15.472687	Sweden
