LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLAT	PHOTOGRAPHERLON	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	CITY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF
http://flickr.com/photo.gne?id=6209908148_5f3f3391dd_z.jpg	http://farm7.staticflickr.com/6164/6209908148_5f3f3391dd_z.jpg	2011-09-22 12:16:26	2011-10-04	Better Than Nonna's	Sarah R	43.91768	-78.862953	Oshawa,Canada	I don't have an Italian grandmother. If anything, I come from Irish / Scottish / English stock (with a few rogues thrown in there). But I do like my marinara, and I like it to be made <i>right</i>. Mom's old wooden spoon included...I <i>adore</i> roasted tomatoes, in everything from salads and pizza to soups and sauces like this garlicky delight! Roasting concentrated the sweetness of my homegrown heirloom  tomatoes, hot and sweet peppers, and carrots. It also really upped the richness and caramelly, buttery note of the <i>(13 cloves of)</i> garlic and a Vidalia onion. Pureed and canned (after an obligatory <s>10</s> 1 bowl of pasta), it is a delight for the long winter ahead!.Now I just have to figure out what to do with <a href="http://www.flickr.com/photos/reid-bee/6209418897/in/photostream"> batch #2</a>.....<a href="http://yummysmells.blogspot.com/2011/11/put-to-good-use.html" rel="noreferrer nofollow">Sauce Recipe</a>	3177	healthy; healthy food; nutritious food; food; cooking; summer; harvest; delicious; fruit; garden; savouring; recipe; cooked; fresh; local; Oshawa; Ontario; backyard; homemade; yummy; foods; grow your own; vegetarian; glutenfree; egg-free; dairy-free; tomato; tomato sauce; Italian; Canadian; vegan food; vegan cooking; canning; preserving; christmas gifts; holidays; saving; pureed; simple; savoury; spicy; garlicky; rich; pastasauce; vegan; herbs; spices; lemon thyme; lemon; peppers; hot peppers; sweet peppers; roasted; condiments; condiment; sauce; wooden; wooden spoon; stockpot; pot; stovetop; metal; wood; blogged; blogger; What Smells So Good?; CheapFood!; 	A blue pot of tomato sauce with a wooden ladle.	A pan  filled with mystery goo next to another pan.	A wooden spoon sticking out of a pot of food.	A wooden utensil in a red sauce in a pot.	A wooden handle in a pot with soup or stew next to an empty bowl.	43.930789	-78.82666	Canada	Oshawa	./database/coco_tag/356347.png	spoon; bowl; bowl; 	NULL	./database/coco_stuff/356347.png	food-other; metal; plastic; other; 																																
http://flickr.com/photo.gne?id=3222050227_9d084b535e_z.jpg	http://farm4.staticflickr.com/3402/3222050227_9d084b535e_z.jpg	2009-01-24 16:46:51	2009-01-24	After ski toilet	ninanord	59.9133301	10.7389701	Oslo,Norway	After ski bathroom	479	toilet; hands; creepy; helmet; boots; skiing; snowboarding; Geilo; trip; 	A toilet sitting in a room surrounded by personal items.	A bathroom with ski equipment laid out on the floor.	A bathroom with a toilet, a plant, a stand and several footwear on the floor. 	The bathroom is a mess with sports gear. 	a bathroom with a toilet and a lot of ski boots	60.516666	8.2	Norway	Geilo	./database/coco_tag/42276.png	potted plant; toilet; 	NULL	./database/coco_stuff/42276.png	cabinet; clothes; curtain; floor-other; furniture-other; towel; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=7985121818_3702a8b99f_z.jpg	http://farm9.staticflickr.com/8445/7985121818_3702a8b99f_z.jpg	2012-07-28 13:44:01	2012-09-14	squibb freestyle	seth m	54.7023545	-3.2765753	Allerdale,United Kingdom	NULL	156	2012; airshow; east fortune; olympus e3; scotland; uk; squib freestyle fmx; motocross; bike; jump; stunt; motorbike; motorcycle; 	A man flying through the air while riding a bike.	a person jumping in the air on  a motorcycle	MOTOR CROSS BIKE AND RIDER IN THE AIR DOING TRICKS	a man in mid air while riding a motor bike	A person who is on their motorcycle in the air.	55.993244	-2.725124	United Kingdom	Athelstaneford	./database/coco_tag/190756.png	motorcycle; person; 	./database/coco_key/190756.png	./database/coco_stuff/190756.png	clouds; other; 																																
http://flickr.com/photo.gne?id=5974271225_20bac3f897_z.jpg	http://farm7.staticflickr.com/6015/5974271225_20bac3f897_z.jpg	2011-07-23 13:06:29	2011-07-25	east fortune airshow	seth m	54.7023545	-3.2765753	Allerdale,United Kingdom	NULL	40	aeroplane; airshow; east fortune airshow; flight; museum of flight; olympus e3; scotland; 	The airplane in the sky is doing tricks while spitting out smoke. 	An airplane is letting off white smoke against a blue sky.	A biplane leaves a smoke trail while doing a trick.	A biplane flying upside down leaving a large vapor trail.	a plane flies through the air with fumes coming out the back 	55.993244	-2.725124	United Kingdom	Athelstaneford	./database/coco_tag/199977.png	airplane; 	NULL	./database/coco_stuff/199977.png	clouds; sky-other; other; 																																
http://flickr.com/photo.gne?id=5868051368_6ace5b29dc_z.jpg	http://farm4.staticflickr.com/3056/5868051368_6ace5b29dc_z.jpg	2011-06-12 15:58:50	2011-06-24	Pré-salé [3]	Benoît Deniaud	51.0466792	2.3984694	Dunkirk,France	Les Salines (50) - June 2011	57	normandie; manche; sheep; mouton; nb; bw; we-norm; 	A group of animals standing on top of a grass covered field.	The sheep with most of it's wool shaved off stands near the herd.	A bunch of sheep are walking around bored.	Several sheep standing around in the grass. 	the seven sheep are preparing to be sheered.	48.919077	-1.558871	France	Bricqueville-sur-Mer	./database/coco_tag/295231.png	sheep; sheep; sheep; sheep; sheep; sheep; sheep; 	NULL	./database/coco_stuff/295231.png	ground-other; other; 																																
http://flickr.com/photo.gne?id=5868053808_36d3552cf7_z.jpg	http://farm6.staticflickr.com/5032/5868053808_36d3552cf7_z.jpg	2011-06-12 16:14:29	2011-06-24	Pré-salé [2]	Benoît Deniaud	51.0466792	2.3984694	Dunkirk,France	Les Salines (50) - June 2011	49	normandie; manche; sheep; mouton; nb; bw; we-norm; 	A sheep standing in a dry grass field.	A sheep stands idly at the edge of a field	Single sheep in a field looking back at camera.	A sheep is standing in a front some grass.	one sheep is standing in some tall grass	48.919077	-1.558871	France	Bricqueville-sur-Mer	./database/coco_tag/154947.png	sheep; 	NULL	./database/coco_stuff/154947.png	grass; sky-other; other; 																																
http://flickr.com/photo.gne?id=5878456251_205804b76b_z.jpg	http://farm6.staticflickr.com/5271/5878456251_205804b76b_z.jpg	2011-06-25 15:46:18	2011-06-27	sheep barn	Rachel Patterson	38.8950092	-77.0365625	Washington,USA	NULL	34	watkins glen; new york; farm sanctuary; 	A stable full of lambs standing and laying around.	a bunch of goats on grass in an area	Sheep stand and lay in hay strewn around a barn.	A herd of sheep grazing on a pile of hay.	a close up of sheep on hay ground indoors	42.387712	-77.032442	United States	Orange	./database/coco_tag/212559.png	sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; sheep; 	NULL	./database/coco_stuff/212559.png	ground-other; metal; wall-wood; other; 																																
http://flickr.com/photo.gne?id=5878453277_eea657a01d_z.jpg	http://farm6.staticflickr.com/5119/5878453277_eea657a01d_z.jpg	2011-06-25 15:37:44	2011-06-27	Amy and a sheep	Rachel Patterson	38.8950092	-77.0365625	Washington,USA	NULL	24	watkins glen; new york; farm sanctuary; 	Young woman with sheep on straw covered floor.	A child places his hands on the head and neck of a sheep while another sheep looks at his face.	A person petting the head of a cute fluffy sheep.	A child is petting a sheep while another sheep watches.	A woman kneeling to pet animals while others wait. 	42.387712	-77.032442	United States	Orange	./database/coco_tag/458755.png	sheep; sheep; person; person; person; person; 	./database/coco_key/458755.png	./database/coco_stuff/458755.png	clothes; straw; other; 																																
http://flickr.com/photo.gne?id=5687812547_1363172f7c_z.jpg	http://farm6.staticflickr.com/5106/5687812547_1363172f7c_z.jpg	2010-06-10 05:54:08	2011-05-04	birds with bananas	Rachel Patterson	38.8950092	-77.0365625	Washington,USA	NULL	17	costa rica; 	a table that has some bananas on it	Several birds on a perch with some bananas.	A small black and orange bird is perched on a table with banana peels in it.	a small black bird is standing on a tray	some green yellow black white and orange birds and some plants	9.733759	-82.826099	Costa Rica	Puerto Cahuita	./database/coco_tag/227187.png	bird; bird; bird; banana; banana; banana; banana; bird; banana; banana; bird; 	NULL	./database/coco_stuff/227187.png	branch; grass; plant-other; tree; water-other; other; 																																
http://flickr.com/photo.gne?id=267451555_b7307c4db3_z.jpg	http://farm1.staticflickr.com/113/267451555_b7307c4db3_z.jpg	2006-07-06 08:22:31	2006-10-12	Giraffe	Stephanie	45.578868	-99.47484	Hosmer,USA	Breakfast time.Smithsonian National Zoo	85	Washington DC; Animal; Giraffe; zoo; canon; 	a giraffe behind a fence eating grass from a feeder	A giraffe eats leaves from a basket in an enclosure.	A giraffe at a zoo eating some grass.	A giraffe behind a fences reaches for the hay in the basket.	A giraffe standing on a fence to eat some grass.	38.929552	-77.050466	United States	Washington	./database/coco_tag/151662.png	giraffe; giraffe; 	NULL	./database/coco_stuff/151662.png	fence; wall-concrete; wall-other; wall-stone; other; 																																
http://flickr.com/photo.gne?id=9701523415_452b248d45_z.jpg	http://farm4.staticflickr.com/3708/9701523415_452b248d45_z.jpg	2013-07-12 14:38:44	2013-09-08	Early attempts at Toronto Birding	Alyx Dellamonica	43.653963	-79.387207	Toronto,Canada	NULL	62	Birds; 	A small bird perched on a piece of wood.	A bird standing on a wooden post near a house.	a bird sitting on a brick of bird food on a pole	A bird standing on a piece of wood.	A bird sits atop a wooden post and watches its surroundings	43.684943	-79.359518	Canada	Toronto	./database/coco_tag/523811.png	bird; 	NULL	./database/coco_stuff/523811.png	building-other; leaves; metal; roof; wall-brick; wood; other; 																																
http://flickr.com/photo.gne?id=2851509696_0dd310fd82_z.jpg	http://farm4.staticflickr.com/3187/2851509696_0dd310fd82_z.jpg	2008-09-08 15:41:44	2008-09-12	HPIM6932	vxla	41.8755616	-87.6244212	Chicago,USA	NULL	122	2008; 2000s; september; vxla; denver; colorado; travel; vacation; downtown; parking meter; charity; auraria; 	A pretty red white and blue parking meter by some shrubs.	A parking meter with a sidewalk and fence in the background. 	A parking meter has a sign promoting the end to homelessness.	A parking meter is on a sidewalk next to some green bushes.	A parking meter that has a sign to end homelessness on it.	39.755273	-105.009437	United States	Denver	./database/coco_tag/53994.png	parking meter; car; car; car; 	NULL	./database/coco_stuff/53994.png	grass; ground-other; metal; pavement; plant-other; road; tree; wall-concrete; wall-wood; other; 																																
http://flickr.com/photo.gne?id=8456686192_fccee8c5bb_z.jpg	http://farm9.staticflickr.com/8088/8456686192_fccee8c5bb_z.jpg	2013-02-08 09:48:04	2013-02-08	Saigon 1967 - That's me feeding sugar cane to the elephant.	manhhai	NULL	NULL	NULL	Photo &amp; caption by Bill Mullin	3074	saigon; 1967; Bill Mullin; 	A man is leaning over a fence offering food to an elephant/	A man reaching out to an elephants trunk near a gate.	a man is feeding an elephant over a fence	a man handing an elephant a stick in an enclosure at a zoo	A man reaches out to give the elephant something. 	10.788201	106.70778	Vietnam	Ho Chi Minh City	./database/coco_tag/21903.png	person; elephant; person; 	./database/coco_key/21903.png	./database/coco_stuff/21903.png	building-other; bush; clothes; clouds; dirt; fence; sky-other; tree; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=4684541532_98d04fe14d_z.jpg	http://farm2.staticflickr.com/1291/4684541532_98d04fe14d_z.jpg	2010-06-06 11:48:16	2010-06-09	Asian Elephant	Tim Ellis	54.7023545	-3.2765753	Allerdale,United Kingdom	Ganesh Vijay, baby Asian Elephant, taken at <a href="http://www.twycrosszoo.org" rel="noreferrer nofollow">Twycross Zoo</a>	750	Twycross Zoo; Animal; Asian Elephant; Elephas maximus; elephant; Twycross; UK; Ganesh Vijay; 	A couple of large elephants standing next to a baby elephant.	a small elephant walks underneath a big elephant 	A mother elephant with her baby elephant underneath her.	A baby elephant that is standing underneath an adult elephant. 	A baby elephant is walking under a larger elephant.	52.653146	-1.532485	United Kingdom	Norton Juxta Twycross	./database/coco_tag/110638.png	elephant; elephant; elephant; 	NULL	./database/coco_stuff/110638.png	dirt; grass; wall-brick; wood; other; 																																
http://flickr.com/photo.gne?id=3354180876_078b54ff49_z.jpg	http://farm4.staticflickr.com/3613/3354180876_078b54ff49_z.jpg	2009-03-14 14:52:33	2009-03-14	american gothic suitcase	damian entwistle	53.8363428	-2.2116469	Pendle,United Kingdom	big statue	78	chicago; 	Two people posing next to a giant suitcase in front of a building.	Suitcase sitting on the ground with stickers from various countries on it.	Two people posing next to a giant statue with a suit case.	Two people standing next to a life size replica of a suitcase.	a huge suitcase with a bunch of stickers on it	41.890106	-87.623981	United States	Chicago	./database/coco_tag/34139.png	handbag; suitcase; person; person; 	./database/coco_key/34139.png	./database/coco_stuff/34139.png	building-other; bush; clothes; metal; pavement; solid-other; other; 																																
http://flickr.com/photo.gne?id=9472237717_ed0fb446cd_z.jpg	http://farm6.staticflickr.com/5460/9472237717_ed0fb446cd_z.jpg	2013-07-03 11:00:08	2013-08-09	horses	Anke L	52.27165645	10.5203138303942	Brunswick,Germany	Raurisertal - Austria 2013	483	Austria; Alps; Alpen; Rauris; Raurisertal; Salzburger Land; hiking; 2013; horses; animal; day; sunny; partly cloudy; pwpartlycloudy; 	A very green hillside in the day time.	some animals are grazing in a large field	A grassy hill side with some animals in the distance 	A lush green valley surrounded by tall mountains.	A scenic view of a valley with mountains in the distance.	47.105	12.9965	Austria	Rauris	./database/coco_tag/172547.png	horse; horse; horse; horse; horse; horse; horse; 	NULL	./database/coco_stuff/172547.png	clouds; hill; mountain; tree; water-other; other; 																																
http://flickr.com/photo.gne?id=5003452131_469ac3970d_z.jpg	http://farm5.staticflickr.com/4107/5003452131_469ac3970d_z.jpg	2003-11-02 11:46:20	2010-09-19	2003-11-02: Small Bananas	Will Green	51.5073219	-0.1276474	London,United Kingdom	Playing with f/1.4 in my living room.	409	Islington; living room; plant; apples; London; bananas; colour; oranges; home; 	A bunch of mini bananas are hanging above a bowl of apples and oranges.	Apples and oranges and a tree with bananas in front of potted plants.	a group of bananas are resting on a stand 	The over ripe bananas are hanging from a stand.	A table topped with apples, oranges and bananas.	51.545934	-0.099906	United Kingdom	London	./database/coco_tag/509131.png	potted plant; banana; banana; banana; apple; apple; apple; banana; orange; 	NULL	./database/coco_stuff/509131.png	door-stuff; floor-wood; fruit; leaves; metal; plant-other; plastic; shelf; wall-concrete; other; 																																
http://flickr.com/photo.gne?id=5606990845_a24f7232ca_z.jpg	http://farm6.staticflickr.com/5224/5606990845_a24f7232ca_z.jpg	2011-04-04 15:54:29	2011-04-10	Freckled Nanners	Sarah R	43.91768	-78.862953	Oshawa,Canada	Practicing my Monkey Balls recipe for my food demo at school. ..All natural, vegan, nut free snack bites filled with bananas, sunflower seed butter, oats, Kamut flakes and a hint of maple syrup, with a nice sweet chew from dates and raisins and a crunch from a toasted sesame seed coating. Made these for my food demo class today - such a fun, simple and QUICK recipe you can make with the kids after school (and better than a cookie!)..<a href="http://yummysmells.blogspot.com/2011/04/ihn-food-network-style.html" rel="noreferrer nofollow">yummysmells.blogspot.com/2011/04/ihn-food-network-style.html</a>	1301	banana; fruit; fresh; ripe; overripe; peels; spots; brown; yellow; food; healthy; sweet; nutritious; Monkey Balls; recipe; healthyrecipe; cookingdemo; school; vegan; blogged; blogger; What Smells So Good?; 	A group of slightly bruised banana's in a bowl.	A bunch of bananas in a metal bowl.	A steel strainer with four ripe banana's on a table.	Four bananas in a bunch with brown dots	three yellow  bananas sitting inside of a basket	43.930789	-78.82666	Canada	Oshawa	./database/coco_tag/459887.png	bowl; banana; bowl; 	NULL	./database/coco_stuff/459887.png	fruit; metal; paper; table; other; 																																
http://flickr.com/photo.gne?id=3689865439_14d19e5896_z.jpg	http://farm3.staticflickr.com/2673/3689865439_14d19e5896_z.jpg	2009-07-01 15:24:57	2009-07-05	Reinhart's Casatiello	Sarah R	43.91768	-78.862953	Oshawa,Canada	Peter Reinhart's recipe for Casatiello, out of the Bread Baker's Apprentice. I made it even richer by upping the amount of (local) salami and using half and half instead of regular milk since I had it on hand. It rises insanely quickly, quadrupling easily on the first proof, but its heaven when it's done!..<a href="http://yummysmells.blogspot.com/2009/08/nice-cake.html" rel="noreferrer nofollow">yummysmells.blogspot.com/2009/08/nice-cake.html</a>	630	Reinhart; Peter; BBA; Bread; Baker's; Apprentice; Bread Baker's Apprentice; challenge; book; breadbaking; cheese; meat; salami; Italian; local; provolone; yeast; savoury; big; large; baked; food; cooking; baking; recipes; blog; recipe; kitchen; plate; table; blogged; blogger; What Smells So Good?; 	an upclose photo of a cake with chocolate pieces	Closeup of a cake that is sitting on a white plate.	A large round cake is sitting on a plate.	A dense cake with fruit in it sitting on a blue plate.	a close up of a cake on a plate on a table	43.927819	-78.829479	Canada	Oshawa	./database/coco_tag/155179.png	cake; dining table; 	NULL	./database/coco_stuff/155179.png	plastic; table; other; 																																
http://flickr.com/photo.gne?id=7665173394_7fc414c346_z.jpg	http://farm9.staticflickr.com/8020/7665173394_7fc414c346_z.jpg	2012-07-28 10:12:24	2012-07-29	Italian Salami Pasta Salad with Lemon Parmesan Vinaigrette	Sarah R	43.91768	-78.862953	Oshawa,Canada	Tri-colour rotini, a slew of lightly sauteed veggies and a mix of hard salami are tossed in a lemony Parmesan vinaigrette for this non-creamy take on a picnic classic...<a href="http://yummysmells.blogspot.ca/2012/08/italian-salami-pasta-salad-with-lemon.html#" rel="noreferrer nofollow">Italian Salami Pasta Salad with Lemon Parmesan Vinaigrette</a>	3327	lemon; vegetables; garlic; pasta; peppers; food; Red; red pepper; italian; tomatoes; zucchini; green; cheese; pepper; sauteed; saute; parmesan; lemon juice; lemon zest; citrus; salad; veggies; pasta salad; broccoli; salami; salametti; lemon parmesan; vinaigrette; not creamy; oil and citrus; citronette; tri color; rotini; tricolour; white wine; wine; wine vinegar; Italian Salami Pasta Salad; Italian Salami; 	A skillet contains diced meat and mixed vegetables.	a recipe consisting of ham broccoli and carrots	A pan is filled with broccoli, peppers, and diced sausage.	a pot of food on a stove with broccoli 	The broccoli is being cooked with ham and carrots.	43.930789	-78.82666	Canada	Oshawa	./database/coco_tag/29640.png	carrot; carrot; carrot; carrot; broccoli; broccoli; broccoli; broccoli; spoon; carrot; carrot; oven; carrot; carrot; 	NULL	./database/coco_stuff/29640.png	food-other; furniture-other; table; vegetable; other; 																																
http://flickr.com/photo.gne?id=7665149408_64b95ddd9c_z.jpg	http://farm8.staticflickr.com/7271/7665149408_64b95ddd9c_z.jpg	2012-07-28 10:23:03	2012-07-29	Italian Salami Pasta Salad with Lemon Parmesan Vinaigrette	Sarah R	43.91768	-78.862953	Oshawa,Canada	Tri-colour rotini, a slew of lightly sauteed veggies and a mix of hard salami are tossed in a lemony Parmesan vinaigrette for this non-creamy take on a picnic classic...<a href="http://yummysmells.blogspot.ca/2012/08/italian-salami-pasta-salad-with-lemon.html#" rel="noreferrer nofollow">Italian Salami Pasta Salad with Lemon Parmesan Vinaigrette</a>	1446	lemon; vegetables; garlic; pasta; peppers; food; Red; red pepper; italian; tomatoes; zucchini; green; cheese; pepper; sauteed; saute; parmesan; lemon juice; lemon zest; citrus; salad; veggies; pasta salad; broccoli; salami; salametti; lemon parmesan; vinaigrette; not creamy; oil and citrus; citronette; tri color; rotini; tricolour; white wine; wine; wine vinegar; Italian Salami Pasta Salad; Italian Salami; 	a large bowl full of pasta with many other foods	The bowl of noodle salad has broccoli and meat in it.	The bowl is full of pasta and vegetables. 	A pasta with some different vegetables mixed in	A big bowl filled with some pasta and meat and veggies.	43.930789	-78.82666	Canada	Oshawa	./database/coco_tag/141328.png	spoon; bowl; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; 	NULL	./database/coco_stuff/141328.png	food-other; metal; pavement; other; 																																
http://flickr.com/photo.gne?id=7125364613_eb0c317be9_z.jpg	http://farm9.staticflickr.com/8017/7125364613_eb0c317be9_z.jpg	2012-04-29 11:22:35	2012-04-29	Sauteed Veggies	Sarah R	43.91768	-78.862953	Oshawa,Canada	Thai Inspired Beef from <u>The Healthy College Cookbook</u>. I added extra veggies, since Mom and I love our produce! Great way to stretch a buck and as a bonus it keeps the amount of red meat you eat lower too!..<a href="http://readwritecook.blogspot.ca/2012/05/healthy-college-cookbook.html" rel="noreferrer nofollow">Read my review of <u>The Healthy College Cookbook</u> on Read, Write, Cook</a>..<a href="http://yummysmells.blogspot.ca/2012/05/thai-inspired-beef-and-noodle-stir-fry.html" rel="noreferrer nofollow">Thai Inspired Beef and Noodle Stir-fry Recipe</a>	2337	Healthy College Cookbook; sesame; thai beef; stir fry; onion; garlic; College Cookbook; beef; meat; rice noodle; pasta; asian; cooking; recipe; healthy; snow peas; carrots; peppers; bell pepper; marinate; soy; lime; feta; cheap; student; vegetables; veggies; colour; fresh; vibrant; GF option; tamari; garlicginger; ginger garlic; mushrooms; shrooms; saute; goat feta; seeds; reviewed; food; cookbook; blogged; post; recipes; baking; CheapFood!; 	Someone is cooking a vegtable stir fry for dinner	a pan full of vegetables slice up small with a some seasoning on top	Someone is cooking vegetarian stir fry in a skillet.	A pan of stir fried vegetables being cooked. 	A skillet on a stove with vegetables in it 	43.930789	-78.82666	Canada	Oshawa	./database/coco_tag/308430.png	bowl; book; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; dining table; carrot; oven; carrot; 	NULL	./database/coco_stuff/308430.png	counter; plastic; other; 																																
http://flickr.com/photo.gne?id=9020187303_22b1eba9a5_z.jpg	http://farm4.staticflickr.com/3743/9020187303_22b1eba9a5_z.jpg	2013-06-06 16:57:44	2013-06-12	(No-Berry) Strawberry Rhubarb Cake	Sarah R	43.91768	-78.862953	Oshawa,Canada	Strawberry flavoured &quot;gel dessert&quot; (AKA vegan Jell-O) adds a bright pink hue and a vibrant fruity sweetness that's tempered by fresh, sour rhubarb right out of my backyard. It's a great summer dessert either unadorned or jazzed up with frosting and ice cream!..<a href="http://www.yummysmells.ca/2013/08/no-berry-strawberry-rhubarb-cake.html" rel="noreferrer nofollow">www.yummysmells.ca/2013/08/no-berry-strawberry-rhubarb-ca...</a>	798	cooking; Cake; sweet; blog; food; cooked; moist; edible; homegrown; strawberry; pink; eggs; yogurt; dessert; rhubarb; homegrown rhubarb; tangy; snack; tender; treat; kitchen; comestible; school; school food; MLCA; montessori ajax; Montessori Learning Centre of Ajax; school snack; montessori; school dessert; food blog; strawberry agar; agar dessert; vegetable yogurt; yoghurt; 	The browned cracked crust of a baked berry pie.	A brown crust of pie with strawberry filing. 	The top of a pie looks all crusty and good.	A close up of a cooked fruit flavored muffin.	An image of some sort of strawberry flaky pastery on display	43.930789	-78.82666	Canada	Oshawa	./database/coco_tag/131379.png	cake; 	NULL	./database/coco_stuff/131379.png	food-other; other; 																																
http://flickr.com/photo.gne?id=8735597371_053c077264_z.jpg	http://farm8.staticflickr.com/7307/8735597371_053c077264_z.jpg	2013-04-19 15:35:13	2013-05-13	Vicky and Mike's Wedding	Evo Flash	51.5073219	-0.1276474	London,United Kingdom	NULL	441	Marriage; The Plants; Wedding; Bride; Groom; Cutting the cake; 	Man and woman holding a knife up to a small cake. 	A couple cut their wedding cake on their wedding day.	A man and woman making a cut into a cake together	a bride and groom couple cuts the wedding cake 	A bride and groom cutting a wedding cake.	54.01048	-1.92355	United Kingdom	Barden	./database/coco_tag/263969.png	tie; person; person; knife; cake; 	./database/coco_key/263969.png	./database/coco_stuff/263969.png	clothes; food-other; fruit; furniture-other; table; wall-concrete; wall-wood; other; 																																
http://flickr.com/photo.gne?id=5538841372_569150936c_z.jpg	http://farm6.staticflickr.com/5217/5538841372_569150936c_z.jpg	2011-03-18 18:24:39	2011-03-19	63 Driftwood Pacifica studio/ inlaw unit bathroom	cindylinsf	37.7884969	-122.3558473	San Francisco,USA	NULL	54	63 driftwood pacifica; pacifica; pacifica home staging; pacifica home stager; staged4more home staging; staged4more; real estate; real estate home staging; 	Bathroom with sink, shower, towels, curtain, and more with window	A picture of a bathroom with a fern plant near the sink and a photo of a city above the toilet. 	the mirror, sink and bathtub area of a white bathroom	Well decorated bathroom in a small yellow tinted area.	A bathroom with a sink, towel rack and shower stall.	37.686473	-122.449073	United States	Daly City	./database/coco_tag/306733.png	potted plant; bottle; bottle; bottle; sink; potted plant; toilet; 	NULL	./database/coco_stuff/306733.png	door-stuff; flower; furniture-other; metal; mirror-stuff; plastic; wall-other; window-other; other; 																																
http://flickr.com/photo.gne?id=2727641554_ea1cca26c2_z.jpg	http://farm3.staticflickr.com/2215/2727641554_ea1cca26c2_z.jpg	2008-08-01 14:45:26	2008-08-03	Our hire car	Ted & Dani Percival	40.3641184	-111.73854	Pleasant Grove,USA	Our Toyota Platz hire car in the Coronet Peak car park. Sara and Loretta's car was a FunCargo which had a better name but a crappy gear lever, so I was pleased to have this one.	2393	new zealand; ski; trip; snowboarding; holiday; hire; car; park; snowboard; roof; racks; 2008; 	A car with a snowboard on it's ski rack parked in a foggy parking lot next to two cars with empty ski racks. 	A couple of cars parked in a lot.	Small automobile parked on the side of a beach area.	Two car facing opposite side to side in overcast day	Car with pedestrians parked in gravel lot near ski area.	-44.927802	168.734893	New Zealand	Wharehuanui	./database/coco_tag/97679.png	car; person; snowboard; person; car; 	./database/coco_key/97679.png	./database/coco_stuff/97679.png	fog; gravel; metal; other; 																																
http://flickr.com/photo.gne?id=492343191_d3a6407668_z.jpg	http://farm1.staticflickr.com/221/492343191_d3a6407668_z.jpg	2007-05-10 11:58:39	2007-05-11	Stir fried garlic and pepper chicken with rice from Newtown Thai	Soon	-33.8548157	151.2164539	Sydney,Australia	After the media screening of <a href="http://funk.randomecho.com/ark/tales-from-earthsea-at-dendy-newtown-1576" rel="noreferrer nofollow">Tales from Earthsea</a> with <a href="http://www.flickr.com/photos/optimus-ry/492549379/">Ryano</a> at the Dendy Newtown, a stop over by Newtown Thai for lunch. And, just like the main strip is so plentiful of, a plate of Thai at a nicely good price of only $6...What's on the plate: an upsided bowl of rice, flower cut carrots, crunchy brocolli, crunchy cauliflower, chicken slices and strips, pepper and garlic. Don't forget the baby corn. Plus a fork and spoon...Fresh and tight tasting.	5418	food; newtownthai; lunch; thai; chicken; garlic; pepper; rice; brocolli; cauliflower; carrots; babycorn; corn; sauces; fork; spoon; tasty; yum; meal; repast; shiny; plate; nosh; 6dollars; cheap; newtown; cuisine; eatme; stirfry; stirfried; 	a chicken meal with carrots broccoli and rice	A dinner plate that has white steamed rice with stir fry vegetables and chicken.	A plate of vegetables, chicken, and white rice.	The food is prepared on the dish on the table. 	A plate of food and a drink on a table.	-33.895897	151.180758	Australia	Sydney	./database/coco_tag/3845.png	dining table; cup; fork; broccoli; broccoli; broccoli; carrot; carrot; carrot; carrot; spoon; carrot; 	NULL	./database/coco_stuff/3845.png	furniture-other; table; other; 																																
http://flickr.com/photo.gne?id=2558991707_6b7b384382_z.jpg	http://farm4.staticflickr.com/3045/2558991707_6b7b384382_z.jpg	2008-06-07 12:56:23	2008-06-07	Guarding the Water Bowl	Kevin Harber	NULL	NULL	NULL	Chewie, my friends' miniature Australian shepherd, at the Jennie Dean dog park in the Shirlington section of Arlington, Virginia.	427	dog; park; mini; miniature; Australian; Aussie; shepherd; Jennie Dean; Shirlington; Arlington; Virginia; VA; 	a close up of a dog near a bowl	A brown dog laying on the ground with a metal bowl in front of him.	The brown dog is laying near a silver dog bowl.	A dog is laying with its water dish in front of it.	A dog pants next to a bowl of water on the ground	38.843952	-77.091257	United States	Arlington	./database/coco_tag/205834.png	dog; bowl; 	NULL	./database/coco_stuff/205834.png	floor-other; metal; wood; other; 																																
